CustomerID,TotalOrders,TotalRevenue,LastPurchaseDate,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment
14054,1,92.46,2011-10-05 15:49:00,64,3,1,1,311,Others
14055,3,1520.96,2011-08-25 15:04:00,105,3,3,4,334,Loyal Customers
14056,23,8152.71,2011-12-08 13:36:00,0,5,5,5,555,Champions
14057,22,8346.66,2011-11-16 10:32:00,23,4,5,5,455,Champions
14058,2,469.19,2010-09-03 09:31:00,462,1,2,2,122,Others
14059,1,183.6,2011-03-18 10:06:00,266,2,1,1,211,Others
14060,30,8898.24,2011-12-05 12:29:00,4,5,5,5,555,Champions
14061,3,917.4300000000001,2010-07-20 17:22:00,506,1,3,3,133,Others
14062,24,25585.65,2011-11-30 10:04:00,9,5,5,5,555,Champions
14063,9,22710.2,2010-09-27 16:18:00,437,1,5,5,155,At Risk
14064,15,3260.24,2011-11-10 13:14:00,28,4,5,5,455,Champions
14065,3,891.02,2010-11-15 16:13:00,388,2,3,3,233,Others
14066,1,152.55,2011-03-18 12:21:00,266,2,1,1,211,Others
14067,2,374.7,2011-10-07 10:21:00,63,3,2,2,322,Others
14068,4,1516.72,2011-01-23 16:02:00,319,2,3,4,234,At Risk
14069,2,225.81,2010-07-13 12:12:00,514,1,2,1,121,Others
14070,1,321.6,2010-01-24 12:27:00,684,1,1,2,112,Others
14071,8,1437.57,2011-12-06 12:27:00,3,5,4,4,544,Champions
14072,1,390.85,2010-02-11 12:31:00,666,1,1,2,112,Others
14073,1,151.04,2011-11-07 15:49:00,31,4,1,1,411,Potential Loyalists
14074,1,219.39999999999998,2010-03-26 13:55:00,622,1,1,1,111,Others
14075,6,1734.87,2011-12-05 08:38:00,4,5,4,4,544,Champions
14076,1,118.67,2011-08-02 15:19:00,128,3,1,1,311,Others
14077,6,615.0799999999999,2011-10-30 12:35:00,40,4,4,3,443,Loyal Customers
14078,9,1553.47,2011-08-30 12:16:00,101,3,5,4,354,Loyal Customers
14079,2,618.73,2011-08-07 12:10:00,124,3,2,3,323,Others
14080,5,1115.68,2011-11-07 11:09:00,32,4,4,3,443,Loyal Customers
14081,10,4867.57,2011-02-10 16:17:00,301,2,5,5,255,At Risk
14082,2,413.36,2010-12-10 11:02:00,364,2,2,2,222,Others
14083,11,1082.19,2011-12-05 13:14:00,3,5,5,3,553,Loyal Customers
14084,1,150.5,2010-07-15 14:36:00,511,1,1,1,111,Others
14085,33,9720.67,2011-12-07 13:46:00,1,5,5,5,555,Champions
14086,1,39.95,2010-09-03 10:52:00,462,1,1,1,111,Others
14087,3,829.47,2011-12-07 12:41:00,2,5,3,3,533,Loyal Customers
14088,16,64036.8,2011-11-29 16:16:00,9,5,5,5,555,Champions
14089,1,158.75,2011-10-14 10:38:00,56,4,1,1,411,Potential Loyalists
14090,1,76.32000000000001,2011-01-19 10:51:00,324,2,1,1,211,Others
14091,2,9530.08,2010-02-23 15:17:00,653,1,2,5,125,At Risk
14092,24,7229.45,2011-12-02 12:13:00,7,5,5,5,555,Champions
14093,1,433.86,2011-11-27 16:27:00,11,5,1,2,512,Potential Loyalists
14094,1,311.77,2010-09-26 11:58:00,439,1,1,2,112,Others
14095,1,2.95,2009-12-17 12:49:00,722,1,1,1,111,Others
14096,17,65164.79,2011-12-05 17:17:00,3,5,5,5,555,Champions
14097,2,422.85999999999996,2010-08-15 14:20:00,480,1,2,2,122,Others
14098,1,147.35,2011-11-03 10:13:00,36,4,1,1,411,Potential Loyalists
14099,20,5750.91,2011-11-23 13:53:00,15,5,5,5,555,Champions
14100,1,191.95000000000002,2011-07-25 11:01:00,137,3,1,1,311,Others
14101,13,9961.93,2011-09-27 12:28:00,73,3,5,5,355,Loyal Customers
14102,5,1105.8799999999999,2011-12-04 15:38:00,4,5,4,3,543,Loyal Customers
14104,5,743.53,2011-07-08 12:50:00,154,3,4,3,343,Loyal Customers
14105,5,5988.83,2011-04-14 17:58:00,238,2,4,5,245,At Risk
14106,1,214.79999999999998,2009-12-02 14:09:00,736,1,1,1,111,Others
14107,11,4877.3,2011-10-19 12:12:00,51,4,5,5,455,Champions
14108,4,1044.96,2011-11-09 10:41:00,30,4,3,3,433,Loyal Customers
14109,1,144.2,2011-09-28 10:18:00,72,3,1,1,311,Others
14110,33,12987.95,2011-12-06 12:26:00,3,5,5,5,555,Champions
14111,4,692.85,2011-11-25 13:44:00,13,5,3,3,533,Loyal Customers
14112,13,5834.59,2011-11-17 12:30:00,22,4,5,5,455,Champions
14113,16,7092.610000000001,2011-12-06 12:18:00,3,5,5,5,555,Champions
14114,7,1364.09,2011-03-11 09:42:00,273,2,4,4,244,At Risk
14115,2,622.6700000000001,2010-07-26 12:36:00,501,1,2,3,123,Others
14116,5,1382.74,2011-11-20 10:29:00,19,4,4,4,444,Champions
14117,1,90.0,2011-07-19 09:49:00,143,3,1,1,311,Others
14118,1,458.45,2010-10-07 11:59:00,428,1,1,2,112,Others
14119,2,183.37,2010-11-29 10:33:00,375,2,2,1,221,Others
14121,4,2780.15,2011-12-06 12:19:00,3,5,3,4,534,Loyal Customers
14122,3,362.42,2010-10-29 15:11:00,405,2,3,2,232,Others
14123,1,436.18,2009-12-06 15:35:00,732,1,1,2,112,Others
14124,1,419.58000000000004,2011-09-16 13:32:00,83,3,1,2,312,Others
14125,3,2720.63,2011-11-29 12:47:00,10,5,3,4,534,Loyal Customers
14126,4,1172.46,2011-12-02 11:45:00,7,5,3,3,533,Loyal Customers
14127,6,1900.0800000000002,2011-08-09 10:49:00,122,3,4,4,344,Loyal Customers
14128,3,924.21,2011-10-10 12:00:00,60,3,3,3,333,Loyal Customers
14129,9,2591.34,2011-12-08 11:02:00,1,5,5,4,554,Champions
14130,4,1858.77,2011-01-24 16:05:00,318,2,3,4,234,At Risk
14131,1,168.22,2010-03-01 11:59:00,648,1,1,1,111,Others
14132,11,3586.0299999999997,2011-12-07 13:35:00,1,5,5,5,555,Champions
14133,4,911.14,2011-08-02 11:34:00,129,3,3,3,333,Loyal Customers
14134,15,11123.35,2010-11-22 12:26:00,382,2,5,5,255,At Risk
14135,24,8839.67,2011-12-08 11:38:00,1,5,5,5,555,Champions
14136,5,1570.81,2010-11-04 11:53:00,400,2,4,4,244,At Risk
14137,1,332.7,2010-01-13 12:30:00,695,1,1,2,112,Others
14138,2,965.8800000000001,2011-12-08 12:44:00,1,5,2,3,523,Potential Loyalists
14139,4,1086.8,2011-10-24 13:34:00,45,4,3,3,433,Loyal Customers
14140,2,935.05,2011-12-06 09:05:00,3,5,2,3,523,Potential Loyalists
14141,4,915.13,2011-12-07 09:53:00,2,5,3,3,533,Loyal Customers
14142,2,671.34,2010-12-01 16:33:00,372,2,2,3,223,Others
14143,1,115.8,2011-07-29 09:48:00,133,3,1,1,311,Others
14144,1,30.599999999999998,2010-08-10 15:17:00,485,1,1,1,111,Others
14145,7,7600.05,2011-10-24 12:10:00,46,4,4,5,445,Champions
14146,12,9450.3,2011-12-01 10:18:00,8,5,5,5,555,Champions
14147,9,2590.2,2011-09-22 18:10:00,77,3,5,4,354,Loyal Customers
14148,2,466.29,2011-04-20 12:02:00,233,2,2,2,222,Others
14149,1,446.62,2011-05-03 09:44:00,220,2,1,2,212,Others
14150,2,658.64,2011-11-04 10:05:00,35,4,2,3,423,Potential Loyalists
14151,2,679.45,2010-02-04 15:35:00,672,1,2,3,123,Others
14152,7,1997.3400000000001,2011-09-25 12:54:00,74,3,4,4,344,Loyal Customers
14153,1,233.4,2010-08-13 14:35:00,482,1,1,1,111,Others
14154,8,6460.7,2011-04-14 16:26:00,238,2,4,5,245,At Risk
14155,1,118.75,2011-03-18 14:13:00,265,2,1,1,211,Others
14156,156,313437.62,2011-11-30 10:54:00,9,5,5,5,555,Champions
14157,5,978.69,2011-11-20 11:32:00,19,4,4,3,443,Loyal Customers
14158,1,507.66,2011-10-30 15:08:00,39,4,1,2,412,Potential Loyalists
14159,20,7860.8,2011-11-20 12:36:00,19,4,5,5,455,Champions
14160,7,8421.47,2010-04-08 14:30:00,609,1,4,5,145,At Risk
14161,7,2996.93,2011-05-08 11:41:00,215,2,4,5,245,At Risk
14162,2,289.36,2011-06-19 11:36:00,173,3,2,2,322,Others
14163,5,2594.62,2011-09-13 15:18:00,86,3,4,4,344,Loyal Customers
14164,2,1631.77,2011-09-30 12:24:00,70,3,2,4,324,Others
14165,1,120.44,2011-03-09 12:39:00,275,2,1,1,211,Others
14166,2,251.15,2010-07-22 19:42:00,504,1,2,1,121,Others
14167,8,1274.29,2011-10-31 14:29:00,38,4,4,4,444,Champions
14168,2,370.45,2010-10-15 10:49:00,420,1,2,2,122,Others
14169,2,621.51,2010-10-05 08:45:00,430,1,2,3,123,Others
14170,3,570.18,2010-11-29 13:10:00,374,2,3,2,232,Others
14171,2,498.79,2011-09-02 16:43:00,97,3,2,2,322,Others
14172,3,369.02,2010-04-13 13:26:00,604,1,3,2,132,Others
14173,6,586.0,2011-11-29 11:54:00,10,5,4,2,542,Others
14174,1,134.46,2011-11-06 13:17:00,32,4,1,1,411,Potential Loyalists
14175,8,7678.88,2011-10-11 11:55:00,59,3,4,5,345,Loyal Customers
14176,5,756.46,2011-02-15 13:12:00,296,2,4,3,243,Others
14177,13,2209.69,2011-09-14 15:11:00,85,3,5,4,354,Loyal Customers
14178,7,1600.26,2011-12-01 12:01:00,8,5,4,4,544,Champions
14179,2,701.57,2011-10-30 12:07:00,40,4,2,3,423,Potential Loyalists
14180,33,6117.5,2011-11-29 10:56:00,10,5,5,5,555,Champions
14181,2,308.35,2010-10-25 08:27:00,410,1,2,2,122,Others
14182,4,678.77,2010-09-22 11:45:00,443,1,3,3,133,Others
14183,2,278.34000000000003,2010-10-24 14:45:00,410,1,2,1,121,Others
14184,1,452.89,2011-10-04 12:43:00,66,3,1,2,312,Others
14185,1,197.65,2011-01-12 13:52:00,330,2,1,1,211,Others
14186,5,1550.63,2010-10-08 13:30:00,426,1,4,4,144,At Risk
14187,1,123.5,2010-08-23 12:06:00,473,1,1,1,111,Others
14188,6,2054.36,2011-11-09 12:45:00,30,4,4,4,444,Champions
14189,16,5503.15,2011-12-07 15:55:00,1,5,5,5,555,Champions
14190,1,79.9,2010-02-11 14:27:00,665,1,1,1,111,Others
14191,15,4817.66,2011-12-08 09:23:00,1,5,5,5,555,Champions
14192,1,293.74,2010-11-16 17:44:00,387,2,1,2,212,Others
14193,3,1210.19,2011-10-03 09:34:00,67,3,3,3,333,Loyal Customers
14194,36,18670.59,2011-12-05 10:38:00,4,5,5,5,555,Champions
14195,6,2615.6,2011-05-22 10:29:00,201,2,4,4,244,At Risk
14196,1,335.52,2011-08-25 10:25:00,106,3,1,2,312,Others
14197,1,390.05,2010-10-25 10:01:00,410,1,1,2,112,Others
14198,9,1569.73,2011-11-21 16:35:00,17,5,5,4,554,Champions
14199,4,1091.7,2011-05-05 13:44:00,217,2,3,3,233,Others
14200,1,379.2,2010-04-01 13:01:00,616,1,1,2,112,Others
14201,10,1193.54,2011-10-10 13:27:00,59,3,5,3,353,Loyal Customers
14202,3,847.76,2010-11-23 17:13:00,380,2,3,3,233,Others
14203,1,339.34,2010-11-07 13:35:00,396,2,1,2,212,Others
14204,4,1024.83,2011-12-07 13:38:00,1,5,3,3,533,Loyal Customers
14205,9,2414.2,2011-11-23 10:55:00,16,5,5,4,554,Champions
14206,3,1185.01,2011-04-14 16:38:00,238,2,3,3,233,Others
14207,1,157.8,2010-01-21 09:33:00,687,1,1,1,111,Others
14208,2,567.05,2011-09-06 12:48:00,94,3,2,2,322,Others
14209,15,4993.27,2011-11-29 10:18:00,10,5,5,5,555,Champions
14210,16,5556.570000000001,2011-08-26 12:36:00,105,3,5,5,355,Loyal Customers
14211,18,4402.29,2011-10-17 13:23:00,52,4,5,5,455,Champions
14212,2,2190.14,2011-09-11 12:45:00,89,3,2,4,324,Others
14213,1,1192.2,2010-10-31 10:37:00,404,2,1,3,213,Others
14214,5,1004.38,2011-11-09 10:31:00,30,4,4,3,443,Loyal Customers
14215,9,3250.33,2011-11-28 12:19:00,11,5,5,5,555,Champions
14216,5,2150.04,2011-12-06 14:56:00,2,5,4,4,544,Champions
14217,23,3298.59,2011-12-08 11:53:00,1,5,5,5,555,Champions
14218,1,169.48000000000002,2011-10-28 10:00:00,42,4,1,1,411,Potential Loyalists
14219,3,633.83,2011-12-05 16:23:00,3,5,3,3,533,Loyal Customers
14220,4,1515.0,2011-04-06 13:23:00,246,2,3,4,234,At Risk
14221,17,6517.49,2011-10-28 13:42:00,41,4,5,5,455,Champions
14222,1,683.17,2011-06-15 16:42:00,176,3,1,3,313,Others
14223,3,991.13,2011-09-08 13:38:00,91,3,3,3,333,Loyal Customers
14224,9,1841.71,2011-08-21 13:24:00,109,3,5,4,354,Loyal Customers
14225,4,2031.07,2010-10-01 10:32:00,434,1,3,4,134,At Risk
14226,6,2985.13,2011-11-11 11:34:00,28,4,4,5,445,Champions
14227,15,6368.71,2011-11-13 15:48:00,25,4,5,5,455,Champions
14228,3,745.5,2010-09-28 09:45:00,437,1,3,3,133,Others
14229,7,2594.04,2011-10-19 10:04:00,51,4,4,4,444,Champions
14230,3,979.8000000000001,2010-09-30 09:07:00,435,1,3,3,133,Others
14231,4,1235.6200000000001,2011-06-09 11:05:00,183,3,3,4,334,Loyal Customers
14232,5,2048.07,2011-10-28 11:09:00,42,4,4,4,444,Champions
14233,7,2904.27,2011-10-21 15:54:00,48,4,4,4,444,Champions
14234,4,754.12,2011-11-17 17:53:00,21,4,3,3,433,Loyal Customers
14235,9,4717.99,2011-09-25 14:37:00,74,3,5,5,355,Loyal Customers
14236,5,1555.34,2011-09-20 09:13:00,80,3,4,4,344,Loyal Customers
14237,2,471.14,2010-12-01 13:20:00,372,2,2,2,222,Others
14238,3,434.23,2011-01-17 14:40:00,325,2,3,2,232,Others
14239,21,4263.17,2011-10-27 14:40:00,42,4,5,5,455,Champions
14240,3,1247.49,2011-11-09 13:45:00,29,4,3,4,434,Loyal Customers
14241,2,333.70000000000005,2011-06-09 11:46:00,183,3,2,2,322,Others
14242,2,280.55,2011-04-19 11:46:00,234,2,2,1,221,Others
14243,17,7217.75,2011-12-01 11:12:00,8,5,5,5,555,Champions
14244,1,366.41999999999996,2010-02-17 11:40:00,660,1,1,2,112,Others
14245,2,1693.45,2011-05-04 08:40:00,219,2,2,4,224,At Risk
14246,3,1474.06,2011-08-21 11:50:00,110,3,3,4,334,Loyal Customers
14247,5,753.56,2011-03-06 15:21:00,277,2,4,3,243,Others
14248,3,1032.95,2011-01-25 14:45:00,317,2,3,3,233,Others
14249,12,5400.461,2010-10-25 12:34:00,410,1,5,5,155,At Risk
14250,3,1904.05,2011-12-02 14:30:00,6,5,3,4,534,Loyal Customers
14251,5,2879.7000000000003,2011-12-08 08:32:00,1,5,4,4,544,Champions
14252,1,350.99,2010-11-23 13:36:00,380,2,1,2,212,Others
14253,2,363.40000000000003,2010-08-03 14:55:00,492,1,2,2,122,Others
14254,1,601.03,2010-10-03 11:52:00,432,1,1,2,112,Others
14255,1,1000.63,2010-06-11 15:54:00,545,1,1,3,113,Others
14256,5,2460.79,2011-03-24 13:17:00,259,2,4,4,244,At Risk
14257,9,5954.45,2011-10-06 16:54:00,63,3,5,5,355,Loyal Customers
14258,25,32051.34,2011-11-30 15:27:00,8,5,5,5,555,Champions
14259,1,120.0,2011-07-21 10:44:00,141,3,1,1,311,Others
14260,3,824.28,2010-08-25 14:55:00,470,1,3,3,133,Others
14261,2,1163.45,2011-10-20 10:04:00,50,4,2,3,423,Potential Loyalists
14262,8,2618.23,2011-12-01 14:17:00,7,5,4,4,544,Champions
14263,1,322.93,2010-10-12 14:09:00,422,1,1,2,112,Others
14264,6,1517.3600000000001,2011-07-08 10:20:00,154,3,4,4,344,Loyal Customers
14265,4,1373.35,2011-08-22 13:32:00,108,3,3,4,334,Loyal Customers
14266,1,40.56,2010-10-07 13:32:00,427,1,1,1,111,Others
14267,3,1516.24,2011-06-30 10:09:00,162,3,3,4,334,Loyal Customers
14268,1,354.85,2010-08-26 10:45:00,470,1,1,2,112,Others
14269,1,295.73,2010-09-26 12:53:00,438,1,1,2,112,Others
14270,1,492.65000000000003,2011-01-12 09:33:00,331,2,1,2,212,Others
14271,2,214.18,2011-04-28 12:47:00,225,2,2,1,221,Others
14272,4,920.81,2011-09-27 10:08:00,73,3,3,3,333,Loyal Customers
14273,4,559.97,2011-10-19 13:20:00,50,4,3,2,432,Others
14274,1,256.6,2010-01-22 12:51:00,685,1,1,1,111,Others
14275,6,1189.3799999999999,2010-11-09 09:06:00,395,2,4,3,243,Others
14276,7,2102.68,2011-09-02 09:45:00,98,3,4,4,344,Loyal Customers
14277,9,17197.61,2011-11-24 15:01:00,14,5,5,5,555,Champions
14278,1,205.83,2010-10-26 12:07:00,409,2,1,1,211,Others
14279,2,191.86,2010-07-07 08:42:00,520,1,2,1,121,Others
14280,1,134.04,2011-05-27 10:37:00,196,2,1,1,211,Others
14281,1,245.15,2010-10-27 14:45:00,407,2,1,1,211,Others
14282,25,7250.76,2011-12-06 17:04:00,2,5,5,5,555,Champions
14283,4,628.4399999999999,2010-09-02 14:46:00,462,1,3,3,133,Others
14284,3,1299.65,2011-11-09 08:11:00,30,4,3,4,434,Loyal Customers
14285,8,3284.42,2011-11-18 14:50:00,20,4,4,5,445,Champions
14286,7,8479.76,2011-11-16 10:34:00,23,4,4,5,445,Champions
14287,3,176.63,2011-12-01 13:25:00,7,5,3,1,531,Others
14288,1,426.6,2011-05-10 13:22:00,212,2,1,2,212,Others
14289,6,911.26,2011-12-01 11:44:00,8,5,4,3,543,Loyal Customers
14290,8,4516.56,2011-11-28 14:02:00,10,5,4,5,545,Champions
14291,23,7904.1,2011-12-08 10:26:00,1,5,5,5,555,Champions
14292,16,9226.25,2011-12-02 11:50:00,7,5,5,5,555,Champions
14293,9,2903.01,2011-12-06 15:17:00,2,5,5,4,554,Champions
14294,1,375.34,2010-10-28 16:25:00,406,2,1,2,212,Others
14295,5,2362.91,2011-10-30 15:50:00,39,4,4,4,444,Champions
14296,2,456.40000000000003,2010-10-14 14:14:00,420,1,2,2,122,Others
14297,4,1305.33,2011-11-22 09:06:00,17,5,3,4,534,Loyal Customers
14298,82,91194.49,2011-12-01 13:12:00,7,5,5,5,555,Champions
14299,27,14070.25,2011-12-01 16:05:00,7,5,5,5,555,Champions
14300,1,43.2,2011-11-21 08:57:00,18,5,1,1,511,Potential Loyalists
14301,4,1992.18,2011-08-14 15:33:00,116,3,3,4,334,Loyal Customers
14302,3,742.9000000000001,2010-10-05 08:10:00,430,1,3,3,133,Others
14303,2,277.94,2010-10-28 15:37:00,406,2,2,1,221,Others
14304,3,1725.01,2011-05-01 11:50:00,222,2,3,4,234,At Risk
14305,3,1858.96,2011-09-29 15:29:00,70,3,3,4,334,Loyal Customers
14306,6,3151.4,2011-10-19 13:23:00,50,4,4,5,445,Champions
14307,10,4287.92,2011-09-12 09:38:00,88,3,5,5,355,Loyal Customers
14308,2,1147.02,2010-06-08 16:48:00,548,1,2,3,123,Others
14309,11,3780.81,2011-12-01 13:33:00,7,5,5,5,555,Champions
14310,1,492.1,2010-10-03 12:34:00,432,1,1,2,112,Others
14311,2,516.45,2011-04-11 10:14:00,242,2,2,2,222,Others
14312,11,3090.29,2011-10-24 09:46:00,46,4,5,5,455,Champions
14314,2,229.8,2011-08-25 10:39:00,106,3,2,1,321,Others
14315,8,3197.82,2011-10-26 12:06:00,44,4,4,5,445,Champions
14316,5,1370.34,2010-10-13 16:31:00,421,1,4,4,144,At Risk
14317,1,508.58000000000004,2011-10-06 10:44:00,64,3,1,2,312,Others
14318,1,158.02,2010-09-05 15:32:00,459,1,1,1,111,Others
14319,1,494.85,2010-10-11 13:38:00,423,1,1,2,112,Others
14320,5,1346.75,2011-05-17 09:24:00,206,2,4,4,244,At Risk
14321,7,2218.06,2011-11-29 09:47:00,10,5,4,4,544,Champions
14322,4,474.1,2010-10-06 15:17:00,428,1,3,2,132,Others
14323,2,605.0600000000001,2011-08-17 11:37:00,114,3,2,2,322,Others
14324,2,701.61,2010-10-26 11:44:00,409,2,2,3,223,Others
14325,1,245.48000000000002,2010-05-19 09:20:00,569,1,1,1,111,Others
14326,3,940.98,2011-04-11 15:04:00,241,2,3,3,233,Others
14327,6,1894.93,2011-06-29 13:58:00,162,3,4,4,344,Loyal Customers
14328,1,445.05,2010-09-27 16:01:00,437,1,1,2,112,Others
14329,15,9887.62,2011-11-22 15:50:00,16,5,5,5,555,Champions
14330,1,200.63,2010-03-26 09:10:00,623,1,1,1,111,Others
14331,2,462.65999999999997,2011-08-07 13:17:00,123,3,2,2,322,Others
14332,5,1917.41,2011-11-17 11:54:00,22,4,4,4,444,Champions
14333,1,415.2,2011-10-03 10:38:00,67,3,1,2,312,Others
14334,12,4318.48,2011-11-23 10:01:00,16,5,5,5,555,Champions
14335,2,454.86,2011-11-23 13:41:00,15,5,2,2,522,Potential Loyalists
14336,4,1614.91,2011-11-23 11:40:00,16,5,3,4,534,Loyal Customers
14338,3,928.1,2011-07-01 14:08:00,160,3,3,3,333,Loyal Customers
14339,2,620.27,2011-04-11 11:06:00,242,2,2,3,223,Others
14340,1,134.7,2011-05-05 09:44:00,218,2,1,1,211,Others
14341,18,4452.02,2011-10-25 15:48:00,44,4,5,5,455,Champions
14342,6,918.44,2011-11-18 13:21:00,20,4,4,3,443,Loyal Customers
14343,4,1079.66,2010-10-14 13:05:00,420,1,3,3,133,Others
14344,20,2993.05,2011-08-04 13:51:00,126,3,5,5,355,Loyal Customers
14345,1,108.97999999999999,2011-11-01 09:51:00,38,4,1,1,411,Potential Loyalists
14346,5,2315.75,2011-08-11 09:47:00,120,3,4,4,344,Loyal Customers
14347,1,82.6,2009-12-03 10:49:00,736,1,1,1,111,Others
14348,1,409.57,2011-03-24 16:23:00,259,2,1,2,212,Others
14349,1,133.5,2011-11-29 15:39:00,9,5,1,1,511,Potential Loyalists
14350,3,972.03,2011-03-10 14:14:00,273,2,3,3,233,Others
14351,1,51.0,2011-06-28 11:56:00,164,3,1,1,311,Others
14352,4,1078.96,2011-07-05 15:41:00,156,3,3,3,333,Loyal Customers
14353,3,376.5,2011-05-08 16:06:00,214,2,3,2,232,Others
14354,2,163.62,2011-12-04 11:32:00,5,5,2,1,521,Potential Loyalists
14355,3,840.0500000000001,2010-12-09 12:16:00,365,2,3,3,233,Others
14356,2,701.23,2011-09-21 09:18:00,79,3,2,3,323,Others
14357,1,225.12,2011-10-27 16:23:00,42,4,1,1,411,Potential Loyalists
14358,2,400.06,2010-11-15 15:51:00,388,2,2,2,222,Others
14359,3,912.18,2011-11-20 13:17:00,18,5,3,3,533,Loyal Customers
14360,4,2118.03,2011-11-08 09:12:00,31,4,3,4,434,Loyal Customers
14361,1,214.70999999999998,2010-05-10 12:29:00,578,1,1,1,111,Others
14362,1,151.5,2011-11-17 15:08:00,21,4,1,1,411,Potential Loyalists
14363,2,227.47000000000003,2010-11-02 17:01:00,401,2,2,1,221,Others
14364,8,3717.35,2011-08-23 11:01:00,108,3,4,5,345,Loyal Customers
14365,2,634.68,2010-11-10 09:52:00,394,2,2,3,223,Others
14366,1,136.0,2010-07-02 17:23:00,524,1,1,1,111,Others
14367,16,9227.82,2011-12-01 13:19:00,7,5,5,5,555,Champions
14368,1,155.0,2011-01-24 09:52:00,319,2,1,1,211,Others
14369,2,469.13,2010-03-07 15:47:00,641,1,2,2,122,Others
14370,6,1175.78,2010-09-15 10:53:00,450,1,4,3,143,Others
14371,1,100.5,2011-02-17 16:35:00,294,2,1,1,211,Others
14372,2,860.08,2010-09-22 16:17:00,442,1,2,3,123,Others
14373,1,76.55,2010-12-16 15:40:00,357,2,1,1,211,Others
14374,1,108.0,2010-06-16 14:25:00,540,1,1,1,111,Others
14375,3,1106.82,2011-06-07 13:44:00,184,3,3,3,333,Loyal Customers
14376,1,215.46,2010-01-25 15:36:00,682,1,1,1,111,Others
14377,2,617.05,2011-06-01 13:32:00,190,2,2,3,223,Others
14378,1,131.25,2010-03-28 12:22:00,621,1,1,1,111,Others
14379,4,1265.16,2011-10-26 16:43:00,43,4,3,4,434,Loyal Customers
14380,1,48.96,2010-01-26 17:11:00,681,1,1,1,111,Others
14381,2,625.9399999999999,2011-10-18 17:10:00,51,4,2,3,423,Potential Loyalists
14382,2,1193.6299999999999,2011-11-13 16:18:00,25,4,2,3,423,Potential Loyalists
14383,3,1247.69,2011-11-01 15:53:00,37,4,3,4,434,Loyal Customers
14384,1,58.5,2010-07-27 09:53:00,500,1,1,1,111,Others
14385,3,202.11,2011-11-30 15:36:00,8,5,3,1,531,Others
14386,1,142.4,2011-02-16 09:45:00,296,2,1,1,211,Others
14387,3,1727.6,2011-11-07 12:29:00,32,4,3,4,434,Loyal Customers
14388,16,6388.2,2011-11-29 13:32:00,9,5,5,5,555,Champions
14389,5,1898.01,2011-10-05 15:17:00,64,3,4,4,344,Loyal Customers
14390,13,6150.03,2011-11-29 13:49:00,9,5,5,5,555,Champions
14391,1,135.6,2010-05-12 09:42:00,576,1,1,1,111,Others
14392,1,266.4,2010-10-03 12:56:00,431,1,1,1,111,Others
14393,1,67.95,2011-05-05 18:16:00,217,2,1,1,211,Others
14394,1,93.8,2010-05-24 10:43:00,564,1,1,1,111,Others
14395,20,7801.93,2011-12-07 14:34:00,1,5,5,5,555,Champions
14396,7,1969.38,2011-10-05 16:09:00,64,3,4,4,344,Loyal Customers
14397,19,2612.96,2011-12-07 09:22:00,2,5,5,4,554,Champions
14398,2,707.79,2010-11-03 13:46:00,400,2,2,3,223,Others
14399,8,2108.21,2010-11-10 13:23:00,393,2,4,4,244,At Risk
14400,3,1732.47,2011-07-13 15:50:00,148,3,3,4,334,Loyal Customers
14401,22,6795.9,2011-12-05 13:30:00,3,5,5,5,555,Champions
14402,1,285.6,2010-02-25 13:20:00,651,1,1,2,112,Others
14403,6,1880.51,2011-08-01 12:57:00,129,3,4,4,344,Loyal Customers
14404,13,2724.13,2011-11-06 12:30:00,33,4,5,4,454,Champions
14405,1,195.0,2010-11-18 11:40:00,386,2,1,1,211,Others
14406,1,156.75,2011-08-12 16:54:00,118,3,1,1,311,Others
14407,6,2157.73,2011-08-24 14:02:00,106,3,4,4,344,Loyal Customers
14408,11,4102.27,2011-11-29 11:41:00,10,5,5,5,555,Champions
14409,9,3427.29,2011-09-29 18:18:00,70,3,5,5,355,Loyal Customers
14410,11,2631.9,2011-09-08 15:08:00,91,3,5,4,354,Loyal Customers
14411,1,1063.0,2011-02-02 10:56:00,310,2,1,3,213,Others
14412,3,1426.19,2011-10-28 10:45:00,42,4,3,4,434,Loyal Customers
14413,4,764.52,2010-12-12 13:37:00,361,2,3,3,233,Others
14414,8,2399.33,2011-09-09 12:09:00,91,3,4,4,344,Loyal Customers
14415,23,11980.09,2011-12-08 14:38:00,0,5,5,5,555,Champions
14416,2,490.22,2011-11-17 15:22:00,21,4,2,2,422,Potential Loyalists
14417,1,524.65,2010-11-17 10:55:00,387,2,1,2,212,Others
14418,3,1937.25,2011-12-06 11:39:00,3,5,3,4,534,Loyal Customers
14419,7,1254.64,2011-11-29 11:22:00,10,5,4,4,544,Champions
14420,4,1639.17,2011-09-01 18:07:00,98,3,3,4,334,Loyal Customers
14421,6,2469.37,2011-10-13 13:24:00,56,4,4,4,444,Champions
14422,19,10271.52,2011-12-09 11:26:00,0,5,5,5,555,Champions
14423,3,916.6099999999999,2011-05-05 15:12:00,217,2,3,3,233,Others
14424,1,322.08,2011-11-22 11:48:00,17,5,1,2,512,Potential Loyalists
14425,3,661.39,2010-10-01 10:24:00,434,1,3,3,133,Others
14426,17,11727.94,2011-11-16 12:25:00,23,4,5,5,455,Champions
