Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
C515794,22423,REGENCY CAKESTAND 3 TIER,-2,2010-07-14 16:03:00,12.75,13552.0,United Kingdom,-25.5
C515794,22055,MINI CAKE STAND  HANGING STRAWBERY,-1,2010-07-14 16:03:00,1.65,13552.0,United Kingdom,-1.65
C515796,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,-1,2010-07-14 16:11:00,4.65,16168.0,United Kingdom,-4.65
C515797,46000S,POLYESTER FILLER PAD 40x40cm,-1,2010-07-14 16:12:00,1.45,16894.0,United Kingdom,-1.45
C515797,84907,PINK YELLOW PATCH CUSHION COVER,-1,2010-07-14 16:12:00,7.65,16894.0,United Kingdom,-7.65
C515797,84908A,PINK 5 PATCH FLOWER CUSHION COVER ,-1,2010-07-14 16:12:00,6.95,16894.0,United Kingdom,-6.95
C515797,84919,BLUE CUSHION COVER WITH FLOWER,-1,2010-07-14 16:12:00,6.95,16894.0,United Kingdom,-6.95
C515797,21467,CHERRY CROCHET FOOD COVER,-1,2010-07-14 16:12:00,3.75,16894.0,United Kingdom,-3.75
C515798,35004B,SET OF 3 BLACK FLYING DUCKS,-1,2010-07-14 16:15:00,4.65,13078.0,United Kingdom,-4.65
C515798,22461,SAVOY ART DECO CLOCK,-4,2010-07-14 16:15:00,10.95,13078.0,United Kingdom,-43.8
C515799,22364,GLASS JAR DIGESTIVE BISCUITS,-3,2010-07-14 16:18:00,2.95,15489.0,United Kingdom,-8.850000000000001
C515799,22360,GLASS JAR ENGLISH CONFECTIONERY,-3,2010-07-14 16:18:00,2.95,15489.0,United Kingdom,-8.850000000000001
C515800,21843,RED RETROSPOT CAKE STAND,-1,2010-07-14 16:19:00,10.95,13468.0,United Kingdom,-10.95
C515802,84836,ZINC METAL HEART DECORATION,-2,2010-07-14 16:22:00,1.25,14849.0,United Kingdom,-2.5
C515802,22558,CLOTHES PEGS RETROSPOT PACK 24 ,-12,2010-07-14 16:22:00,1.25,14849.0,United Kingdom,-15.0
C515803,22244,"HOOK, 3 HANGER ,MAGIC GARDEN",-12,2010-07-14 16:28:00,1.95,13484.0,United Kingdom,-23.4
C515805,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2010-07-14 16:46:00,9.95,12468.0,Germany,-9.95
C515806,22637,PIGGY BANK RETROSPOT ,-2,2010-07-14 16:47:00,2.55,16177.0,United Kingdom,-5.1
C515806,85063,CREAM SWEETHEART MAGAZINE RACK,-2,2010-07-14 16:47:00,16.95,16177.0,United Kingdom,-33.9
C515806,21535,RED RETROSPOT SMALL MILK JUG,-4,2010-07-14 16:47:00,2.55,16177.0,United Kingdom,-10.2
C515807,22502,PICNIC BASKET WICKER SMALL,-1,2010-07-14 16:49:00,3.75,13093.0,United Kingdom,-3.75
C515808,22605,WOODEN CROQUET GARDEN SET,-1,2010-07-14 16:57:00,10.95,13304.0,United Kingdom,-10.95
515818,20738,counted,-120,2010-07-15 09:54:00,0.0,,United Kingdom,-0.0
515820,21419,,-10,2010-07-15 09:57:00,0.0,,United Kingdom,-0.0
515821,22558,non colour fast,-60,2010-07-15 09:59:00,0.0,,United Kingdom,-0.0
515822,85017A,,-11,2010-07-15 10:03:00,0.0,,United Kingdom,-0.0
515823,21214,Came as green?,-153,2010-07-15 10:05:00,0.0,,United Kingdom,-0.0
515824,84510F,,-29,2010-07-15 10:06:00,0.0,,United Kingdom,-0.0
515829,20692,?,-64,2010-07-15 11:08:00,0.0,,United Kingdom,-0.0
C515839,M,Manual,-1,2010-07-15 11:19:00,15.0,14606.0,United Kingdom,-15.0
515849,22499,?,-106,2010-07-15 11:23:00,0.0,,United Kingdom,-0.0
515856,22607,damages,-70,2010-07-15 11:25:00,0.0,,United Kingdom,-0.0
515864,21777,,-31,2010-07-15 11:27:00,0.0,,United Kingdom,-0.0
515867,22164,,-23,2010-07-15 11:28:00,0.0,,United Kingdom,-0.0
515872,84971S,?,-504,2010-07-15 11:29:00,0.0,,United Kingdom,-0.0
515876,21154,?,-220,2010-07-15 11:30:00,0.0,,United Kingdom,-0.0
515878,21877,damages,-190,2010-07-15 11:32:00,0.0,,United Kingdom,-0.0
C515882,21498,RED SPOTS  WRAP ,-50,2010-07-15 11:59:00,0.42,12891.0,United Kingdom,-21.0
C515886,M,Manual,-1,2010-07-15 12:04:00,3580.8,18102.0,United Kingdom,-3580.8
C515918,BANK CHARGES,Bank Charges,-1,2010-07-15 13:33:00,453.82,,United Kingdom,-453.82
C515919,M,Manual,-1,2010-07-15 13:35:00,158.53,,United Kingdom,-158.53
C515920,M,Manual,-1,2010-07-15 13:41:00,858.59,,United Kingdom,-858.59
C515921,22668,PINK BABY BUNTING,-5,2010-07-15 13:42:00,2.95,15542.0,United Kingdom,-14.75
C515921,21880,RED AND WHITE SPOT TAPE,-12,2010-07-15 13:42:00,0.65,15542.0,United Kingdom,-7.800000000000001
C515942,21786,RAIN HAT WITH RED SPOTS,-48,2010-07-15 15:17:00,0.42,17757.0,United Kingdom,-20.16
C515950,21933,PINK VINTAGE PAISLEY PICNIC BAG,-2,2010-07-15 18:00:00,2.95,16161.0,United Kingdom,-5.9
C515959,22464,HANGING METAL HEART LANTERN,-2,2010-07-16 07:15:00,1.65,17531.0,United Kingdom,-3.3
C515960,21877,HOME SWEET HOME MUG,-1,2010-07-16 07:17:00,1.25,13267.0,United Kingdom,-1.25
C515960,22423,REGENCY CAKESTAND 3 TIER,-2,2010-07-16 07:17:00,12.75,13267.0,United Kingdom,-25.5
C515962,84676,BATH DUCK WATERING CAN,-2,2010-07-16 07:21:00,2.95,17412.0,United Kingdom,-5.9
C515962,21524,DOORMAT SPOTTY HOME SWEET HOME,-1,2010-07-16 07:21:00,7.49,17412.0,United Kingdom,-7.49
C515963,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2010-07-16 07:27:00,7.95,13488.0,United Kingdom,-7.95
C515964,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2010-07-16 07:29:00,4.95,13047.0,United Kingdom,-4.95
C515964,84969,ASSORTED COLOUR SET 6 TEASPOONS,-1,2010-07-16 07:29:00,4.25,13047.0,United Kingdom,-4.25
C515964,21272,SALLE DE BAIN HOOK,-1,2010-07-16 07:29:00,1.25,13047.0,United Kingdom,-1.25
C515965,20798,CLEAR MILKSHAKE GLASS,-6,2010-07-16 07:46:00,2.1,16576.0,United Kingdom,-12.600000000000001
C515966,37492B,BLUE YELLOW FLOWER PIGGY BANK,-2,2010-07-16 07:47:00,4.65,13059.0,United Kingdom,-9.3
C515967,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,2010-07-16 07:48:00,9.95,13735.0,United Kingdom,-19.9
C515968,84723,CHERRY BLOSSOM CANVAS ART PICTURE,-1,2010-07-16 07:49:00,7.95,14640.0,United Kingdom,-7.95
C515968,84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,-1,2010-07-16 07:49:00,4.65,14640.0,United Kingdom,-4.65
C515968,84614A,PINK BAROQUE FLOCK CANDLE HOLDER,-2,2010-07-16 07:49:00,5.95,14640.0,United Kingdom,-11.9
C515968,84946,ANTIQUE SILVER TEA GLASS ETCHED,-1,2010-07-16 07:49:00,1.25,14640.0,United Kingdom,-1.25
C515968,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2010-07-16 07:49:00,2.95,14640.0,United Kingdom,-2.95
C515970,21198,WHITE HEART CONFETTI IN TUBE,-3,2010-07-16 07:51:00,1.65,14621.0,United Kingdom,-4.949999999999999
C515970,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,-3,2010-07-16 07:51:00,2.1,14621.0,United Kingdom,-6.300000000000001
C515972,22199,FRYING PAN RED POLKADOT ,-264,2010-07-16 07:54:00,3.75,14156.0,EIRE,-990.0
C515973,21232,STRAWBERRY CERAMIC TRINKET BOX,-3,2010-07-16 07:57:00,1.25,14911.0,EIRE,-3.75
C515973,22423,REGENCY CAKESTAND 3 TIER,-1,2010-07-16 07:57:00,10.95,14911.0,EIRE,-10.95
C515974,79323W,WHITE CHERRY LIGHTS,-2,2010-07-16 08:00:00,6.75,13317.0,United Kingdom,-13.5
C515974,79323P,PINK CHERRY LIGHTS,-2,2010-07-16 08:00:00,6.75,13317.0,United Kingdom,-13.5
C515974,79323GR,GREEN CHERRY LIGHTS,-3,2010-07-16 08:00:00,6.75,13317.0,United Kingdom,-20.25
C515974,79323LP,LIGHT PINK CHERRY LIGHTS,-2,2010-07-16 08:00:00,6.75,13317.0,United Kingdom,-13.5
C515975,21470,FLOWER VINE RAFFIA FOOD COVER,-1,2010-07-16 08:01:00,3.75,17531.0,United Kingdom,-3.75
C515976,85040A,S/4 PINK FLOWER CANDLES IN BOWL,-4,2010-07-16 08:05:00,1.65,14175.0,United Kingdom,-6.6
C515976,21462,"NURSERY A,B,C PAINTED LETTERS",-1,2010-07-16 08:05:00,6.75,14175.0,United Kingdom,-6.75
C515976,37503,TEA TIME CAKE STAND IN GIFT BOX,-1,2010-07-16 08:05:00,10.75,14175.0,United Kingdom,-10.75
C515976,22442,GROW YOUR OWN FLOWERS SET OF 3,-2,2010-07-16 08:05:00,7.95,14175.0,United Kingdom,-15.9
C515976,21843,RED RETROSPOT CAKE STAND,-3,2010-07-16 08:05:00,10.95,14175.0,United Kingdom,-32.849999999999994
C515977,21868,POTTING SHED TEA MUG,-6,2010-07-16 08:06:00,1.06,15125.0,United Kingdom,-6.36
C515978,22442,GROW YOUR OWN FLOWERS SET OF 3,-1,2010-07-16 08:09:00,7.95,12749.0,United Kingdom,-7.95
C515978,22487,WHITE WOOD GARDEN PLANT LADDER,-1,2010-07-16 08:09:00,9.95,12749.0,United Kingdom,-9.95
C515978,22485,SET OF 2 WOODEN MARKET CRATES,-3,2010-07-16 08:09:00,12.75,12749.0,United Kingdom,-38.25
C515978,22429,ENAMEL MEASURING JUG CREAM,-1,2010-07-16 08:09:00,4.25,12749.0,United Kingdom,-4.25
C515979,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2010-07-16 08:10:00,7.95,17581.0,United Kingdom,-7.95
C515979,40018F,CHERRY DESIGN PAPERLANTERNS,-4,2010-07-16 08:10:00,1.95,17581.0,United Kingdom,-7.8
C515979,85042,ANTIQUE LILY FAIRY LIGHTS,-1,2010-07-16 08:10:00,4.95,17581.0,United Kingdom,-4.95
C515980,22442,GROW YOUR OWN FLOWERS SET OF 3,-1,2010-07-16 08:12:00,7.95,12749.0,United Kingdom,-7.95
C515981,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,2010-07-16 08:13:00,8.5,13050.0,United Kingdom,-8.5
C515981,85047,WHITE BEADED GARLAND STRING 20LIGHT,-2,2010-07-16 08:13:00,6.35,13050.0,United Kingdom,-12.7
C515981,82494L,WOODEN FRAME ANTIQUE WHITE ,-2,2010-07-16 08:13:00,2.95,13050.0,United Kingdom,-5.9
C515982,20724,RED SPOTTY CHARLOTTE BAG,-4,2010-07-16 08:14:00,0.85,14389.0,United Kingdom,-3.4
C515982,20728,LUNCH BAG CARS BLUE,-2,2010-07-16 08:14:00,1.65,14389.0,United Kingdom,-3.3
C515982,22382,LUNCH BAG SPACEBOY DESIGN ,-1,2010-07-16 08:14:00,1.65,14389.0,United Kingdom,-1.65
C515982,20975,12 PENCILS SMALL TUBE RED SPOTTY,-3,2010-07-16 08:14:00,0.65,14389.0,United Kingdom,-1.9500000000000002
C515983,85068,CREAM SWEETHEART SHELF + HOOKS,-1,2010-07-16 08:17:00,6.95,16133.0,United Kingdom,-6.95
C515983,85066,CREAM SWEETHEART MINI CHEST,-16,2010-07-16 08:17:00,10.95,16133.0,United Kingdom,-175.2
C515985,22453,MEASURING TAPE RUSSIAN DOLL BLUE,-1,2010-07-16 08:19:00,2.95,13425.0,United Kingdom,-2.95
C515990,22427,ENAMEL FLOWER JUG CREAM,-1,2010-07-16 08:23:00,5.95,16554.0,United Kingdom,-5.95
C515991,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-1,2010-07-16 08:25:00,1.45,16351.0,United Kingdom,-1.45
C515992,22635,CHILDS BREAKFAST SET DOLLY GIRL ,-1,2010-07-16 08:26:00,9.95,16746.0,United Kingdom,-9.95
C515993,21843,RED RETROSPOT CAKE STAND,-1,2010-07-16 08:28:00,10.95,15841.0,United Kingdom,-10.95
C515994,21533,RETRO SPOT LARGE MILK JUG,-1,2010-07-16 08:30:00,4.95,12633.0,Germany,-4.95
C515994,20724,RED SPOTTY CHARLOTTE BAG,-5,2010-07-16 08:30:00,0.85,12633.0,Germany,-4.25
C515994,22504,CABIN BAG VINTAGE RETROSPOT,-1,2010-07-16 08:30:00,29.95,12633.0,Germany,-29.95
C515997,22423,REGENCY CAKESTAND 3 TIER,-5,2010-07-16 08:31:00,10.95,13089.0,United Kingdom,-54.75
C515999,85066,CREAM SWEETHEART MINI CHEST,-1,2010-07-16 08:33:00,12.75,12975.0,United Kingdom,-12.75
C515999,22168,ORGANISER WOOD ANTIQUE WHITE ,-2,2010-07-16 08:33:00,8.5,12975.0,United Kingdom,-17.0
C515999,85063,CREAM SWEETHEART MAGAZINE RACK,-1,2010-07-16 08:33:00,16.95,12975.0,United Kingdom,-16.95
516009,85074,,-120,2010-07-16 09:41:00,0.0,,United Kingdom,-0.0
516008,85073,,-599,2010-07-16 09:41:00,0.0,,United Kingdom,-0.0
C516013,21760,FRENCH STYLE WALL DRESSER,-1,2010-07-16 09:53:00,125.0,16466.0,United Kingdom,-125.0
516014,37479P,damages,-450,2010-07-16 09:57:00,0.0,,United Kingdom,-0.0
516017,22719,22467,-2,2010-07-16 10:11:00,0.0,,United Kingdom,-0.0
C516024,21464,DISCO BALL ROTATOR BATTERY OPERATED,-1,2010-07-16 10:34:00,4.25,17965.0,United Kingdom,-4.25
C516118,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-8,2010-07-16 14:32:00,2.55,13093.0,United Kingdom,-20.4
C516118,22423,REGENCY CAKESTAND 3 TIER,-16,2010-07-16 14:32:00,10.95,13093.0,United Kingdom,-175.2
516121,22604,,-2560,2010-07-16 14:59:00,0.0,,United Kingdom,-0.0
516122,22638,,-2560,2010-07-16 14:59:00,0.0,,United Kingdom,-0.0
516123,22639,,-2560,2010-07-16 15:00:00,0.0,,United Kingdom,-0.0
516126,22642,,-2560,2010-07-16 15:00:00,0.0,,United Kingdom,-0.0
516124,22640,,-2560,2010-07-16 15:00:00,0.0,,United Kingdom,-0.0
516125,22641,,-2560,2010-07-16 15:00:00,0.0,,United Kingdom,-0.0
516127,22643,,-2560,2010-07-16 15:00:00,0.0,,United Kingdom,-0.0
C516128,POST,POSTAGE,-1,2010-07-16 15:04:00,9.58,,United Kingdom,-9.58
C516128,DOT,DOTCOM POSTAGE,-1,2010-07-16 15:04:00,3.36,,United Kingdom,-3.36
C516128,17129F,BLUE GLASS GEMS IN BAG,-6,2010-07-16 15:04:00,1.66,,United Kingdom,-9.959999999999999
C516149,37449,CERAMIC CAKE STAND + HANGING CAKES,-4,2010-07-18 10:52:00,9.95,13798.0,United Kingdom,-39.8
C516149,22064,PINK DOUGHNUT TRINKET POT ,-8,2010-07-18 10:52:00,1.65,13798.0,United Kingdom,-13.2
C516149,20724,RED SPOTTY CHARLOTTE BAG,-3,2010-07-18 10:52:00,0.85,13798.0,United Kingdom,-2.55
C516149,20725,LUNCH BAG RED SPOTTY,-5,2010-07-18 10:52:00,1.65,13798.0,United Kingdom,-8.25
C516149,20723,STRAWBERRY CHARLOTTE BAG,-1,2010-07-18 10:52:00,0.85,13798.0,United Kingdom,-0.85
C516149,21927,BLUE/CREAM STRIPE CUSHION COVER ,-1,2010-07-18 10:52:00,1.25,13798.0,United Kingdom,-1.25
C516149,85099F,JUMBO BAG STRAWBERRY,-4,2010-07-18 10:52:00,1.95,13798.0,United Kingdom,-7.8
C516149,21232,STRAWBERRY CERAMIC TRINKET BOX,-3,2010-07-18 10:52:00,1.25,13798.0,United Kingdom,-3.75
C516149,21231,SWEETHEART CERAMIC TRINKET BOX,-8,2010-07-18 10:52:00,1.25,13798.0,United Kingdom,-10.0
C516149,21843,RED RETROSPOT CAKE STAND,-5,2010-07-18 10:52:00,10.95,13798.0,United Kingdom,-54.75
C516149,37446,MINI CAKE STAND WITH HANGING CAKES,-4,2010-07-18 10:52:00,1.45,13798.0,United Kingdom,-5.8
C516149,37450,CERAMIC CAKE BOWL + HANGING CAKES,-4,2010-07-18 10:52:00,2.95,13798.0,United Kingdom,-11.8
C516149,21166,COOK WITH WINE METAL SIGN ,-1,2010-07-18 10:52:00,1.95,13798.0,United Kingdom,-1.95
C516149,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,-1,2010-07-18 10:52:00,6.35,13798.0,United Kingdom,-6.35
C516149,82578,KITCHEN METAL SIGN,-1,2010-07-18 10:52:00,0.55,13798.0,United Kingdom,-0.55
C516149,21169,YOU'RE CONFUSING ME METAL SIGN ,-1,2010-07-18 10:52:00,1.69,13798.0,United Kingdom,-1.69
C516149,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-07-18 10:52:00,2.95,13798.0,United Kingdom,-2.95
C516149,21936,RED RETROSPOT PICNIC BAG,-1,2010-07-18 10:52:00,2.95,13798.0,United Kingdom,-2.95
C516149,20727,LUNCH BAG  BLACK SKULL.,-4,2010-07-18 10:52:00,1.65,13798.0,United Kingdom,-6.6
C516149,21928,JUMBO BAG SCANDINAVIAN PAISLEY,-1,2010-07-18 10:52:00,1.95,13798.0,United Kingdom,-1.95
C516149,35924,HANGING FAIRY CAKE DECORATION,-3,2010-07-18 10:52:00,2.1,13798.0,United Kingdom,-6.300000000000001
C516149,21080,SET/20 RED SPOTTY PAPER NAPKINS ,-1,2010-07-18 10:52:00,0.85,13798.0,United Kingdom,-0.85
C516159,M,Manual,-8,2010-07-18 11:53:00,1.0,16950.0,United Kingdom,-8.0
C516180,22327,ROUND SNACK BOXES SET OF 4 SKULLS,-1,2010-07-18 14:37:00,2.95,14546.0,United Kingdom,-2.95
C516180,21389,IVORY HANGING DECORATION  BIRD,-1,2010-07-18 14:37:00,0.85,14546.0,United Kingdom,-0.85
516198,21843,damaged,-11,2010-07-19 10:33:00,0.0,,United Kingdom,-0.0
516200,22423,smashed,-31,2010-07-19 10:33:00,0.0,,United Kingdom,-0.0
C516202,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2010-07-19 10:43:00,6.95,15039.0,United Kingdom,-6.95
C516274,22138,BAKING SET 9 PIECE RETROSPOT ,-9,2010-07-19 12:45:00,4.95,16954.0,United Kingdom,-44.550000000000004
C516317,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2010-07-19 14:48:00,12.75,12471.0,Germany,-12.75
C516317,22509,SEWING BOX RETROSPOT DESIGN ,-1,2010-07-19 14:48:00,16.95,12471.0,Germany,-16.95
C516317,22423,REGENCY CAKESTAND 3 TIER,-1,2010-07-19 14:48:00,10.95,12471.0,Germany,-10.95
C516317,21231,SWEETHEART CERAMIC TRINKET BOX,-2,2010-07-19 14:48:00,1.25,12471.0,Germany,-2.5
C516317,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,-1,2010-07-19 14:48:00,1.45,12471.0,Germany,-1.45
C516317,22555,PLASTERS IN TIN STRONGMAN,-1,2010-07-19 14:48:00,1.65,12471.0,Germany,-1.65
C516318,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2010-07-19 14:56:00,8.5,14156.0,EIRE,-8.5
C516320,21218,RED SPOTTY BISCUIT TIN,-3,2010-07-19 14:58:00,3.75,13999.0,United Kingdom,-11.25
C516320,22429,ENAMEL MEASURING JUG CREAM,-1,2010-07-19 14:58:00,4.25,13999.0,United Kingdom,-4.25
C516336,22635,CHILDS BREAKFAST SET DOLLY GIRL ,-1,2010-07-19 17:31:00,9.95,16746.0,United Kingdom,-9.95
C516448,79000,MOROCCAN TEA GLASS,-7,2010-07-20 12:51:00,0.85,13107.0,United Kingdom,-5.95
C516448,71459,HANGING JAM JAR T-LIGHT HOLDER,-1,2010-07-20 12:51:00,0.85,13107.0,United Kingdom,-0.85
C516448,20754,RETRO RED SPOTTY WASHING UP GLOVES,-18,2010-07-20 12:51:00,2.1,13107.0,United Kingdom,-37.800000000000004
C516448,22186,RED STAR CARD HOLDER,-12,2010-07-20 12:51:00,2.95,13107.0,United Kingdom,-35.400000000000006
C516459,22500,SET OF 2 TINS JARDIN DE PROVENCE,-4,2010-07-20 13:48:00,4.95,14492.0,United Kingdom,-19.8
C516459,21755,LOVE BUILDING BLOCK WORD,-6,2010-07-20 13:48:00,5.95,14492.0,United Kingdom,-35.7
C516459,82486,WOOD S/3 CABINET ANT WHITE FINISH,-4,2010-07-20 13:48:00,7.95,14492.0,United Kingdom,-31.8
C516459,85172,HYACINTH BULB T-LIGHT CANDLES,-32,2010-07-20 13:48:00,0.42,14492.0,United Kingdom,-13.44
C516459,21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,-6,2010-07-20 13:48:00,2.95,14492.0,United Kingdom,-17.700000000000003
C516459,71053,WHITE METAL LANTERN,-4,2010-07-20 13:48:00,3.75,14492.0,United Kingdom,-15.0
C516459,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-32,2010-07-20 13:48:00,2.55,14492.0,United Kingdom,-81.6
C516459,85152,HAND OVER THE CHOCOLATE   SIGN ,-12,2010-07-20 13:48:00,2.1,14492.0,United Kingdom,-25.200000000000003
C516459,48138,DOORMAT UNION FLAG,-4,2010-07-20 13:48:00,7.49,14492.0,United Kingdom,-29.96
C516459,22499,WOODEN UNION JACK BUNTING,-3,2010-07-20 13:48:00,5.95,14492.0,United Kingdom,-17.85
C516460,79323W,WHITE CHERRY LIGHTS,-6,2010-07-20 13:50:00,5.45,17426.0,United Kingdom,-32.7
C516462,20830,SILVER PHOTO FRAME,-2,2010-07-20 14:18:00,2.1,15101.0,United Kingdom,-4.2
516472,21323,damges,-34,2010-07-20 15:55:00,0.0,,United Kingdom,-0.0
516473,21545,damages,-30,2010-07-20 15:56:00,0.0,,United Kingdom,-0.0
516474,21440,,-21,2010-07-20 15:57:00,0.0,,United Kingdom,-0.0
516491,21463,damaged,-27,2010-07-21 10:24:00,0.0,,United Kingdom,-0.0
C516543,20728,LUNCH BAG CARS BLUE,-1,2010-07-21 12:09:00,1.65,13115.0,United Kingdom,-1.65
C516553,22221,CAKE STAND LOVEBIRD 2 TIER PINK,-1,2010-07-21 12:12:00,9.95,14952.0,United Kingdom,-9.95
C516565,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2010-07-21 12:27:00,7.95,12523.0,France,-7.95
C516565,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2010-07-21 12:27:00,1.25,12523.0,France,-1.25
C516565,22269,EGG CUP NATURAL CHICKEN,-8,2010-07-21 12:27:00,1.25,12523.0,France,-10.0
C516571,22533,MAGIC DRAWING SLATE BAKE A CAKE ,-48,2010-07-21 12:47:00,0.42,17676.0,United Kingdom,-20.16
C516574,21754,HOME BUILDING BLOCK WORD,-1,2010-07-21 13:02:00,5.95,13047.0,United Kingdom,-5.95
C516575,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2010-07-21 13:10:00,1.25,17739.0,United Kingdom,-1.25
C516575,22666,RECIPE BOX PANTRY YELLOW DESIGN,-2,2010-07-21 13:10:00,2.95,17739.0,United Kingdom,-5.9
C516576,20828,GLITTER BUTTERFLY CLIPS,-1,2010-07-21 13:14:00,2.55,14621.0,United Kingdom,-2.55
C516576,20719,WOODLAND CHARLOTTE BAG,-2,2010-07-21 13:14:00,0.85,14621.0,United Kingdom,-1.7
C516576,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,-3,2010-07-21 13:14:00,2.1,14621.0,United Kingdom,-6.300000000000001
C516577,22073,RED RETROSPOT STORAGE JAR,-2,2010-07-21 13:15:00,3.75,15791.0,United Kingdom,-7.5
C516577,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-3,2010-07-21 13:15:00,3.25,15791.0,United Kingdom,-9.75
C516577,21539,RED RETROSPOT BUTTER DISH,-1,2010-07-21 13:15:00,4.95,15791.0,United Kingdom,-4.95
C516577,22064,PINK DOUGHNUT TRINKET POT ,-2,2010-07-21 13:15:00,1.65,15791.0,United Kingdom,-3.3
C516577,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2010-07-21 13:15:00,1.25,15791.0,United Kingdom,-1.25
C516578,21843,RED RETROSPOT CAKE STAND,-1,2010-07-21 13:16:00,10.95,15827.0,United Kingdom,-10.95
C516578,21231,SWEETHEART CERAMIC TRINKET BOX,-1,2010-07-21 13:16:00,1.25,15827.0,United Kingdom,-1.25
C516578,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2010-07-21 13:16:00,4.95,15827.0,United Kingdom,-14.850000000000001
C516580,21232,STRAWBERRY CERAMIC TRINKET BOX,-7,2010-07-21 13:18:00,1.06,18223.0,United Kingdom,-7.42
C516580,22198,LARGE POPCORN HOLDER ,-2,2010-07-21 13:18:00,1.65,18223.0,United Kingdom,-3.3
C516581,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-2,2010-07-21 13:19:00,1.95,16168.0,United Kingdom,-3.9
C516582,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2010-07-21 13:21:00,9.95,14915.0,United Kingdom,-9.95
C516585,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2010-07-21 13:24:00,4.95,15732.0,United Kingdom,-14.850000000000001
C516585,22617,BAKING SET SPACEBOY DESIGN,-3,2010-07-21 13:24:00,4.95,15732.0,United Kingdom,-14.850000000000001
C516584,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2010-07-21 13:24:00,7.95,15079.0,United Kingdom,-7.95
C516587,M,Manual,-1,2010-07-21 13:34:00,12.8,,EIRE,-12.8
C516589,21239,PINK  SPOTTY CUP,-1,2010-07-21 13:40:00,0.85,15005.0,United Kingdom,-0.85
C516589,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2010-07-21 13:40:00,1.25,15005.0,United Kingdom,-1.25
C516589,37450,CERAMIC CAKE BOWL + HANGING CAKES,-2,2010-07-21 13:40:00,2.95,15005.0,United Kingdom,-5.9
C516589,21843,RED RETROSPOT CAKE STAND,-1,2010-07-21 13:40:00,10.95,15005.0,United Kingdom,-10.95
C516594,21395,BLUE SPOTTY BEAKER ,-10,2010-07-21 14:00:00,1.95,15981.0,United Kingdom,-19.5
C516596,22487,WHITE WOOD GARDEN PLANT LADDER,-1,2010-07-21 14:02:00,8.5,13078.0,United Kingdom,-8.5
C516596,85124A,PINK JUICY FRUIT PHOTO FRAME,-1,2010-07-21 14:02:00,2.55,13078.0,United Kingdom,-2.55
C516597,21540,DAIRY MAID BUTTER DISH,-7,2010-07-21 14:03:00,3.75,16701.0,United Kingdom,-26.25
C516598,21769,VINTAGE POST OFFICE CABINET,-1,2010-07-21 14:04:00,79.95,13895.0,United Kingdom,-79.95
C516599,85059,FRENCH ENAMEL WATER BASIN,-1,2010-07-21 14:05:00,3.75,16054.0,United Kingdom,-3.75
C516600,22341,LOVE GARLAND PAINTED ZINC ,-12,2010-07-21 14:07:00,1.65,13012.0,United Kingdom,-19.799999999999997
C516600,21217,RED SPOTTY ROUND CAKE TINS,-1,2010-07-21 14:07:00,9.95,13012.0,United Kingdom,-9.95
C516600,21918,SET 12 KIDS COLOUR  CHALK STICKS,-4,2010-07-21 14:07:00,0.42,13012.0,United Kingdom,-1.68
C516602,21784,SHOE SHINE BOX ,-1,2010-07-21 14:19:00,9.95,14938.0,Channel Islands,-9.95
C516602,85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,-4,2010-07-21 14:19:00,2.1,14938.0,Channel Islands,-8.4
